R2_train_mean,R2_train_std,Q2_EXT_mean,Q2_EXT_std,RMSE_test_mean,RMSE_test_std,n_folds
0.9527194022666643,0.0032273735811722266,0.9228406077161478,0.0248672149380663,0.519813702767131,0.08287239940157957,5
